scenario,draw,npv_usd
base,222,34662484.5267349
base,223,19548724.220632724
base,224,14202939.048976133
base,225,23147799.395561714
base,226,16500673.199865524
base,227,11757390.26993041
base,228,18605958.481960498
base,229,26117889.411816545
base,230,17637063.25694641
base,231,16227518.169459311
base,232,13627734.338351805
base,233,18364369.873427495
base,234,13843117.755564604
base,235,14435364.135956459
base,236,15121166.669486511
base,237,14365037.09252109
base,238,16096801.952416368
base,239,14946459.424787225
base,240,27276781.12615349
base,241,23081852.28018892
base,242,18555118.78847962
base,243,25805795.30692722
base,244,17669199.303242
base,245,15675126.899835015
base,246,12509489.324730894
base,247,24626459.459426936
base,248,23608486.28303532
base,249,15171331.694915187
base,250,20915514.34198005
base,251,16901563.755247574
base,252,25377922.58753106
base,253,10929322.711100293
base,254,9180241.903511142
base,255,17017468.357312087
base,256,11796501.226401897
base,257,18108141.5108014
base,258,14794742.200619066
base,259,12788241.91582157
base,260,17224644.776389286
base,261,15412919.744854886
base,262,14461292.206421131
base,263,17835427.044621326
base,264,23083076.517796487
base,265,19406137.07236
base,266,12294414.735886175
base,267,17034866.55292815
base,268,30100242.42760904
base,269,14867462.660688583
base,270,13275507.513169514
base,271,17464879.898240875
base,272,12123198.871074542
base,273,19572953.89858278
base,274,14332968.214966096
base,275,17818304.107160043
base,276,26479152.87147691
base,277,30081116.502791673
base,278,14932801.844231276
base,279,18713151.026679493
base,280,13098512.94157828
base,281,16751961.225022992
base,282,13788890.579359872
base,283,15619395.5628604
base,284,18889914.69125211
base,285,15172131.110508885
base,286,25002926.411476564
base,287,12400033.957468495
base,288,22031895.079596315
base,289,20483625.737818647
base,290,17052722.828031708
base,291,22707490.518449266
base,292,23143496.425259024
base,293,20646258.602444332
base,294,20163048.767736804
base,295,12849987.414275639
base,296,10151990.170799384
base,297,19221804.157850046
base,298,23151904.563976876
base,299,11352917.360339424
base,300,27738890.219275527
base,301,11841045.076526755
base,302,18941497.105247658
base,303,14184454.804044198
base,304,11455282.480608303
base,305,15493325.410732485
base,306,14207739.259892477
base,307,13015156.253968693
base,308,23563041.490562502
base,309,18113530.03080954
base,310,14188909.718343288
base,311,18751143.16529859
base,312,18964461.40124813
base,313,14635375.75088752
base,314,8371520.901992921
base,315,24276983.850224163
base,316,27048549.31142599
base,317,13564374.433581186
base,318,27931187.389146574
base,319,31294440.28330029
base,320,17006367.072473474
base,321,17015523.97309755
base,322,29710729.31595394
base,323,25667706.775595117
base,324,20445053.809863735
base,325,23156724.367882468
base,326,8015452.281796022
base,327,21528995.400552057
base,328,20859423.25136981
base,329,19822118.846991375
base,330,19986757.29410408
base,331,21749741.26964391
base,332,16326053.649184894
base,333,9000799.973714035
base,334,20347660.930526488
base,335,15439672.568836518
base,336,22218628.22357357
base,337,26366599.38585823
base,338,20493510.76207158
base,339,17637824.64487525
base,340,25421015.09327698
base,341,18831911.219584577
base,342,10849216.8634671
base,343,29764662.709285535
base,344,11200476.412581187
base,345,24973738.052224807
base,346,25526094.357372947
base,347,15953216.918823963
base,348,18843981.181451224
base,349,28562066.908954155
base,350,13627220.013089374
base,351,12191114.869463991
base,352,15701955.153980933
base,353,19879340.635071345
base,354,20813286.726781916
base,355,12357622.705466898
base,356,18348845.74022263
base,357,25406207.3940916
base,358,9935420.210000835
base,359,19686119.480116755
base,360,15151480.416325718
base,361,17297432.45835708
base,362,16094112.996274672
base,363,16675304.411909658
base,364,10678622.458228199
base,365,14858164.402610557
base,366,20017994.159970235
base,367,14130351.302566513
base,368,15699262.167569684
base,369,11197735.702174539
base,370,20223124.10999669
base,371,29073785.97236707
base,372,14047985.13158816
base,373,17020953.140547253
base,374,19893376.601613548
base,375,9440426.770246603
base,376,20345984.88752242
base,377,27866511.36677878
base,378,10781497.690024383
base,379,17644160.782192066
base,380,13049755.20752246
base,381,21144222.74251398
base,382,19732171.254350614
base,383,11094428.770081444
base,384,30838567.81163221
base,385,22016839.998329535
base,386,17777146.618445046
base,387,8446913.561375549
base,388,11921928.393924635
base,389,15318248.929291867
base,390,16676058.921960242
base,391,25511472.993046284
base,392,15835426.94083766
base,393,17609903.6854873
base,394,14785727.785333429
base,395,10918497.8105846
base,396,10320971.677053872
base,397,15808420.69375671
base,398,21766600.721152894
base,399,14811827.024759898
base,400,20133462.776958156
base,401,24709516.933631603
base,402,15748691.35459743
base,403,20070673.396557394
base,404,17843852.09270535
base,405,18750911.607163146
base,406,19001679.583773598
base,407,17883017.93479211
base,408,16494249.474157637
base,409,23047249.121094827
base,410,15216520.496816035
base,411,15782063.665945869
base,412,20598635.959622443
base,413,25193510.15347264
base,414,13594717.471680999
base,415,18851573.29889254
base,416,23943252.56612539
base,417,14948712.145523725
base,418,19882539.393204965
base,419,16858279.697994653
base,420,15769946.545222199
base,421,11738972.74606705
base,422,17957073.294047125
base,423,25220366.540240563
base,424,12545099.56865264
base,425,26464578.987851974
base,426,11027340.356627272
base,427,15151098.356871381
base,428,15324732.176845843
base,429,17383198.728917286
base,430,21690409.339118525
base,431,30345570.22457796
base,432,14715804.925481047
base,433,22880161.82474607
base,434,11624953.03009508
base,435,27800779.35354611
base,436,15450902.47524866
base,437,17753407.22147365
base,438,18356345.866326764
base,439,27154271.666377783
base,440,10647900.184465967
base,441,11528655.048740659
base,442,27066424.26534738
base,443,27700601.14050954
base,444,21746949.989587545
base,445,18684035.050430894
base,446,17892778.48984601
base,447,15804984.129172714
base,448,13689731.363957115
base,449,22681864.625299066
base,450,13596648.350706398
base,451,14848928.72436685
base,452,15430681.583655678
base,453,17682000.731128927
base,454,12622060.605093539
base,455,9510571.282126773
base,456,21709839.53263664
base,457,16232162.20447613
base,458,14509414.329091184
base,459,17989244.390125312
base,460,15244680.565142198
base,461,19814621.95214522
base,462,10341139.203230696
base,463,24858696.716354974
base,464,15060540.935419304
base,465,14042482.742810672
base,466,17642845.40023875
base,467,7685016.258086142
base,468,24703896.105527416
base,469,21783723.837298717
base,470,20313605.65590629
base,471,19087468.9185706
base,472,15484495.67104893
base,473,9945132.30672021
base,474,29662880.85732173
base,475,14304171.286226816
base,476,15775649.076140482
base,477,20331647.54300305
base,478,20141998.97387722
base,479,16313314.018769722
base,480,27086264.417741127
base,481,14490063.75270489
base,482,27604497.904463984
base,483,18786392.789473094
base,484,13405263.627088942
base,485,35374903.026099704
base,486,14589458.849909235
base,487,22370373.120099194
base,488,17544200.077781226
base,489,26480424.225215245
base,490,13073873.810591815
base,491,16137877.97759089
base,492,12150488.09427423
base,493,16949353.574941438
base,494,25679430.812835097
base,495,9587228.285603955
base,496,19876418.620810688
base,497,16352650.710835336
base,498,27994542.151252247
base,499,15123067.405290492
base,500,25714195.561132178
base,501,16811409.688964173
base,502,18444567.36836187
base,503,18923721.395504992
base,504,24205815.909644835
base,505,18165445.552278776
base,506,17257500.937865026
base,507,20019641.477119662
base,508,16178234.355976088
base,509,8963195.731124602
base,510,13066878.577004278
base,511,12990233.393973533
base,512,16488645.036322787
base,513,14224211.908294156
base,514,20579510.773933977
base,515,16557569.79655101
base,516,17905358.479941178
base,517,16685265.318024341
base,518,33124479.72022296
base,519,12628524.423027107
base,520,18516410.061337624
base,521,16791621.105089158
base,522,11732992.43154787
base,523,23492695.268573813
base,524,17490994.0296069
base,525,16213163.019679852
base,526,24478050.101658095
base,527,22890851.98334444
base,528,12677674.109251231
base,529,20858379.59686055
base,530,12773654.969912346
base,531,14747685.567091288
base,532,15764048.537185995
base,533,11871740.486224117
base,534,19721021.421291642
base,535,12469567.554179875
base,536,15568346.968170201
base,537,18236162.293131445
base,538,17242617.529602505
base,539,14698647.496794045
base,540,22563158.801946253
base,541,9668630.224489935
base,542,16359177.056466728
base,543,22981408.03710456
base,544,22622260.575309202
base,545,12481518.120185463
base,546,15390571.72951952
base,547,11832080.495583624
base,548,20589580.321366336
base,549,11229527.298183564
base,550,20832873.890710853
base,551,22777650.490782157
base,552,23567594.183718346
base,553,22604752.85649252
base,554,10865864.911731288
base,555,15755112.7708521
base,556,19929088.559074733
base,557,33852839.11365157
base,558,18130036.37676801
base,559,20134347.162979487
base,560,14074761.57571071
base,561,10429295.944441311
base,562,13657905.824973447
base,563,20536213.19587308
base,564,19829051.73276906
base,565,13030918.58286857
base,566,34761131.22218067
base,567,18887383.885286164
base,568,15267544.211237054
base,569,10621991.725719146
base,570,23948956.65967615
base,571,21104337.087596443
base,572,16203791.046338763
base,573,30104652.273180835
base,574,24789442.958876893
base,575,19647847.42329143
base,576,18964522.441949867
base,577,18168535.26098082
base,578,29539885.08053688
base,579,15982617.827000787
base,580,27523590.443561856
base,581,7761365.142039057
base,582,21397062.216993496
base,583,29685041.103213564
base,584,11726640.752420427
base,585,15547853.83610493
base,586,16757333.099283587
base,587,24854384.157464895
base,588,19667661.07631363
base,589,20926051.044224128
base,590,28163884.69191763
base,591,17247418.036690757
base,592,19883174.09158877
base,593,15320925.206128057
base,594,24351037.55662281
base,595,22023425.46319234
base,596,11098629.847232813
base,597,16148195.55500593
base,598,11372087.304121824
base,599,23111340.672340315
base,600,22720389.10086229
base,601,27062581.43523934
base,602,16396250.098955356
base,603,29820270.117955044
base,604,18599665.60694462
base,605,10260942.066828594
base,606,29044746.940789863
base,607,18896525.39063519
base,608,19235944.762953162
base,609,23109797.21933287
base,610,13935959.802254044
base,611,18873883.833341204
base,612,14427459.012473859
base,613,12416174.930612253
base,614,18764705.673630297
base,615,20512439.241286695
base,616,24951981.50472885
base,617,15597780.851524942
base,618,28701720.27247441
base,619,17896424.720862594
base,620,26008844.5871467
base,621,14331354.270498268
base,622,13175593.184480717
base,623,19867870.54887634
base,624,15092285.263147965
base,625,21413087.414068047
base,626,14712766.689979946
base,627,17341223.72009876
base,628,20378453.32803135
base,629,12425748.870881028
base,630,20997635.49438977
base,631,13107519.025817692
base,632,21362229.612728696
base,633,12253896.562948894
base,634,18227660.279279746
base,635,12511265.40829322
base,636,18166845.227687716
base,637,22615095.127680965
base,638,15024719.826816205
base,639,11551717.083506998
base,640,14622711.807410792
base,641,15540334.406487927
base,642,11306036.39111948
base,643,19067050.225752797
base,644,12279009.907285642
base,645,23566172.08355255
base,646,26140336.141152903
base,647,29614271.47395472
base,648,11859691.67191852
base,649,18748534.65874368
base,650,15948747.640923247
base,651,13962086.183156682
base,652,11970559.58414908
base,653,11208119.320659336
base,654,18080544.20578298
base,655,10942795.283792024
base,656,14437289.295745924
base,657,28289622.546350483
base,658,14687553.790053187
base,659,20271976.622437257
base,660,16479318.319695095
base,661,22458791.159733273
base,662,26035099.622828603
base,663,19595955.57815639
base,664,16837349.475314986
base,665,21507486.561543155
base,666,27566184.784613263
base,667,15845611.903185457
base,668,12638896.572120443
base,669,12563480.734573813
base,670,22200081.486101206
base,671,19789164.710491516
base,672,21102707.918248627
base,673,26979372.932134386
base,674,18942238.80730686
base,675,25109946.831738118
base,676,12848114.830084171
base,677,20988507.151577625
base,678,15507188.321915507
base,679,25500261.716192283
base,680,10459087.405595744
base,681,24847985.6111499
base,682,13897089.827278817
base,683,11478720.049214885
base,684,16445731.002703084
base,685,8816492.812382106
base,686,14290812.743488753
base,687,21144273.924310185
base,688,18401631.32062972
base,689,22317189.42947613
base,690,12008457.197468704
base,691,18317026.47688553
base,692,32006690.72838392
base,693,22279726.269833166
base,694,13625448.016483722
base,695,18082459.758205064
base,696,10101951.764434582
base,697,16007350.896693872
base,698,19157342.409069646
base,699,12740999.695217703
base,700,16668092.899787925
base,701,15060203.194096515
base,702,17802212.19418944
base,703,21970005.882110395
base,704,23023684.690161295
base,705,29553349.34808587
base,706,24042314.784679685
base,707,15551010.144695565
base,708,16245959.272202361
base,709,20130249.195218187
base,710,19284657.182007678
base,711,10557528.713633483
base,712,12199149.742282202
base,713,9853589.88140293
base,714,11425486.958469905
base,715,13890143.381325658
base,716,14322052.455998689
base,717,16567098.619540095
base,718,20871868.67710223
base,719,24954137.885173075
base,720,19503192.80007074
base,721,17841296.622268345
base,722,18906278.96639931
base,723,21349840.46990262
base,724,8031377.898621529
base,725,10494525.338431342
base,726,15200503.976872774
base,727,18414294.890537277
base,728,24109675.196716152
base,729,23213585.837059602
base,730,18531095.604487263
base,731,8183491.36955757
base,732,15326388.55500673
base,733,26050649.853185937
base,734,12072584.646633256
base,735,22237604.318425212
base,736,15300568.971260978
base,737,19071849.719598137
base,738,19339165.072209336
base,739,17500369.47055489
base,740,21888420.078443244
base,741,20058869.34386861
base,742,16813568.868995972
base,743,17167850.80856177
base,744,12997645.75945171
base,745,13144155.180809177
base,746,26880536.35137775
base,747,14683069.851127176
base,748,10795850.868891122
base,749,13371386.048900273
base,750,15379989.647536114
base,751,24217005.206848994
base,752,11895052.513690583
base,753,16022724.124543842
base,754,15355500.764414752
base,755,15881501.01660272
base,756,10904607.374673253
base,757,10856396.026322119
base,758,24547557.76542041
base,759,15939889.167910349
base,760,16743771.80167147
base,761,15136060.810780987
base,762,16621364.519852916
base,763,20726474.51007044
base,764,19971420.988292
base,765,16221645.13471777
base,766,17444159.989328388
base,767,25854922.980237715
base,768,17092511.094091017
base,769,20505041.919246074
base,770,11185406.21265203
base,771,16536844.21510627
base,772,16949978.31346828
base,773,11066445.222730245
base,774,14821435.161100589
base,775,20780121.07513949
base,776,17931337.815186255
base,777,15526276.194710316
base,778,13516300.226436218
base,779,23830192.359950606
base,780,21157046.533540856
base,781,17391915.426823255
base,782,20035230.25648075
base,783,7960751.221906916
base,784,19644979.27219115
base,785,13832131.157475272
base,786,19064686.91056246
base,787,27253857.21826242
base,788,19613696.138341673
base,789,13382520.354662677
base,790,8504147.920029864
base,791,21110124.55845919
base,792,18516399.75793495
base,793,16659154.134919075
base,794,19643644.950238515
base,795,19233304.184777066
base,796,17489216.92243233
base,797,15898363.679528413
base,798,18074167.86416761
base,799,18936733.289718565
base,800,13437847.003540846
base,801,24247713.866144117
base,802,22114345.801166873
base,803,19603732.851305548
base,804,14060622.007707201
base,805,36430861.026582085
base,806,21853529.664269593
base,807,18004766.604826856
base,808,12538202.180181988
base,809,22869470.725410417
base,810,20408915.838185526
base,811,16990918.60192882
base,812,10230436.648666244
base,813,15364226.748974368
base,814,21055972.59239494
base,815,14303137.79971467
base,816,18058744.9212197
base,817,16286237.982871981
base,818,15678577.34745743
base,819,19674985.730053674
base,820,14839549.119016903
base,821,19236591.18890646
base,822,27230532.269571923
base,823,15858352.343599267
base,824,16688004.629966278
base,825,24926885.036020387
base,826,23442709.648719896
base,827,10946922.14362632
base,828,15219576.70549595
base,829,14944306.935148412
base,830,17561442.328928847
base,831,20577136.288315754
base,832,16507943.439268418
base,833,19902865.34988556
base,834,27688079.7725847
base,835,11497247.11347386
base,836,17491872.688853208
base,837,14069380.718965545
base,838,13519606.76972075
base,839,18489541.92924259
base,840,14948161.134309184
base,841,10223629.59653536
base,842,28247066.865784507
base,843,15958561.145754945
base,844,14348912.414250871
base,845,9470546.306683047
base,846,19891557.89461007
base,847,20486095.176484417
base,848,14693749.787700627
base,849,12070865.940156415
base,850,19252094.64153073
base,851,18523872.95548542
base,852,27060479.114225443
base,853,13584052.302893117
base,854,21315217.20686692
base,855,22938016.567043964
base,856,20692713.093100157
base,857,14531087.907648385
base,858,22938671.776495334
base,859,12260238.967798736
base,860,23663594.89915919
base,861,21654720.89389166
base,862,23122247.689489096
base,863,9825130.638574393
base,864,19981144.165571038
base,865,19511179.955642764
base,866,24504352.17741164
base,867,19741587.916001722
base,868,16380176.102780432
base,869,9921712.91951762
base,870,17752669.417631067
base,871,21186619.615838908
base,872,21095179.929822076
base,873,20701177.893036112
base,874,20916336.87170645
base,875,14734790.175807893
base,876,13860644.122865714
base,877,21042522.623555418
base,878,21243402.656374454
base,879,17675519.22714522
base,880,14810434.077883402
base,881,18581300.17551239
base,882,11138294.868794236
base,883,23026918.567144834
base,884,20576944.11314022
base,885,14531477.006756682
base,886,29721106.63397147
base,887,18115492.88034552
base,888,20645629.781866893
base,889,25948604.020710588
base,890,17290515.667408284
base,891,14498025.620187808
base,892,18299907.583849918
base,893,20994261.077025473
base,894,19737434.16384861
base,895,10870041.02681452
base,896,15392500.915767796
base,897,13095698.369868254
base,898,15661131.978133125
base,899,29141015.451118667
base,900,17296432.757831786
base,901,26179212.885826893
base,902,16076860.311551007
base,903,21226811.935817283
base,904,13036305.342713758
base,905,23991448.30507679
base,906,20240127.74132464
base,907,14745978.043923942
base,908,11120447.54717115
base,909,17193657.24165747
base,910,18275648.71421179
base,911,18295546.718978643
base,912,22657687.264419705
base,913,18976754.68234064
base,914,14847723.274092969
base,915,16233271.377815908
base,916,12215236.630198086
base,917,12487352.477758728
base,918,34651569.31442276
base,919,17410720.580056794
base,920,20003040.92135947
base,921,15668872.317454895
base,922,12914261.882452775
base,923,17059825.414660417
base,924,18071289.66647728
base,925,13290395.242509102
base,926,37383152.651554905
base,927,16131507.568111252
base,928,16398922.071965342
base,929,17314757.48262142
base,930,26478150.83952419
base,931,20413171.97465981
base,932,23047354.900778856
base,933,18412251.012473866
base,934,11621580.575270507
base,935,31061362.005362943
base,936,24619615.84973143
base,937,15840637.09960336
base,938,11820347.17327477
base,939,15029123.277423285
base,940,25766189.505362123
base,941,17122866.23645929
base,942,12405796.381360654
base,943,20736748.480351474
base,944,14440461.116420481
base,945,17832351.9211003
base,946,19765689.5910799
base,947,12738345.991182026
base,948,21141055.781646404
base,949,16585466.457216287
base,950,16154847.246050388
base,951,17486321.007944364
base,952,21016283.897917997
base,953,22344555.851153295
base,954,13140705.115254607
base,955,27512942.692181475
base,956,15821771.908315072
base,957,10222683.7036647
base,958,19677282.073534194
base,959,21701664.037050467
base,960,19827777.708222173
base,961,22191863.834420677
base,962,26256975.442908373
base,963,21358222.517691124
base,964,19741341.84802397
base,965,18282231.464281138
base,966,22808645.801468473
base,967,18226446.492785394
base,968,17039941.278980106
base,969,13186179.442286775
base,970,18528526.64808455
base,971,19268374.543867506
base,972,22448283.073460292
base,973,36889651.273591705
base,974,16252208.103638548
base,975,17908495.275078952
base,976,17123988.842854273
base,977,15001493.757054957
base,978,13139751.829321697
base,979,13782190.312555777
base,980,17186744.360933434
base,981,19759273.5852413
base,982,17713224.99537579
base,983,14346123.949341832
base,984,21873359.880723
base,985,18214497.673497327
base,986,14148083.201270554
base,987,23094893.8041832
base,988,13643688.513225311
base,989,33023518.912396483
base,990,18534516.365732875
base,991,12591712.759784225
base,992,9184286.578174407
base,993,15578171.03789538
base,994,18715258.239111878
base,995,25229468.797669396
base,996,21243052.75217817
base,997,24980753.779757578
base,998,15827031.65577395
base,999,11123289.592509625
base,1000,9657712.068798823
base,1001,14731860.227780335
base,1002,28517794.586711865
base,1003,12448029.841070596
base,1004,11697109.654162621
base,1005,23959960.742865667
base,1006,15290275.286169618
base,1007,20445680.154088475
base,1008,20194523.948544867
base,1009,14289326.988295756
base,1010,10899252.612678206
base,1011,13763702.174815813
base,1012,29310576.831646036
base,1013,6825031.598745215
base,1014,15160809.551267186
base,1015,21535733.270456206
base,1016,22731400.410213828
base,1017,21877714.790879358
base,1018,13141874.995873157
base,1019,12197161.641608825
base,1020,23446206.301002093
base,1021,13283154.948207468
base,1022,17607864.92872899
base,1023,15978870.06431479
base,1024,14110629.520543408
base,1025,19584605.229998343
base,1026,13496305.208093036
base,1027,23879790.507079862
base,1028,20941217.803125296
base,1029,21973106.536581356
base,1030,20508359.951081313
base,1031,19971841.153410867
base,1032,14679467.383449996
base,1033,13328488.747389548
base,1034,13489040.600119246
base,1035,15143467.955778249
base,1036,19485917.102984156
base,1037,18318247.073039245
base,1038,22020140.411739826
base,1039,14191647.722080152
base,1040,14680487.365371905
base,1041,14405926.81415143
base,1042,18084007.0215083
base,1043,10940800.940913238
base,1044,11654669.102488993
base,1045,11663668.342564514
base,1046,25902118.539857693
base,1047,15485698.557492428
base,1048,26962486.8965867
base,1049,16067115.37328358
base,1050,19346411.247678336
base,1051,20515806.407411437
base,1052,10425187.36465651
base,1053,23898305.830045726
base,1054,16793807.48993885
base,1055,29704575.270066757
base,1056,35145565.12524067
base,1057,18671749.65678931
base,1058,21248324.68609085
base,1059,10455974.096028935
base,1060,11888574.449371455
base,1061,13621259.363023555
base,1062,10006605.97753091
base,1063,29248030.183679014
base,1064,17477132.83690643
base,1065,18965745.874104016
base,1066,14640256.854605392
base,1067,14808877.382293694
base,1068,13203969.459807554
base,1069,23814013.72190332
base,1070,10469832.220506426
base,1071,15558203.609738398
base,1072,13761930.07888377
base,1073,14641255.25482424
base,1074,17515309.253748313
base,1075,16179383.195294827
base,1076,11983481.467964774
base,1077,26869496.41143949
base,1078,18899130.80020809
base,1079,24628075.581312638
base,1080,18593785.4787735
base,1081,10522654.096024279
base,1082,23525029.637227535
base,1083,17856063.286713988
base,1084,22460054.716975868
base,1085,20743215.883157097
base,1086,22529610.071140997
base,1087,22024966.374789722
base,1088,34148860.234210804
base,1089,19103424.00322447
base,1090,26613119.96250403
base,1091,17631815.61367159
base,1092,15553818.792557284
base,1093,20689229.17480014
base,1094,16205159.335627355
base,1095,19137456.60386956
base,1096,17474565.19913522
base,1097,10178858.070245774
base,1098,24395539.096724555
base,1099,15970484.976576846
base,1100,13961672.821164995
base,1101,26915242.686440036
base,1102,26518908.13576033
base,1103,15633462.818593444
base,1104,13170200.39222856
base,1105,13279868.171813158
base,1106,19321880.23309333
base,1107,13276013.996771894
base,1108,21607173.425558172
base,1109,19251334.76687895
base,1110,15029291.244871404
base,1111,13904290.95920603
base,1112,22979646.030996706
base,1113,18049294.810940083
base,1114,11384174.889691219
base,1115,26474448.331482653
base,1116,10858049.903452503
base,1117,23958605.55753756
base,1118,15896949.12537809
base,1119,14971925.037955435
base,1120,17101093.48839363
base,1121,14693305.193744855
base,1122,16608490.487065818
base,1123,25492941.22608781
base,1124,21552769.173475973
base,1125,16873876.79674498
base,1126,10084070.963598479
base,1127,16945068.85803654
base,1128,18596494.444300827
base,1129,16647893.991445346
base,1130,21146673.223893844
base,1131,27928784.78132029
base,1132,14257295.624117702
base,1133,16126935.563128052
base,1134,21694572.78709192
base,1135,20620334.342074625
base,1136,17913608.96809308
base,1137,15461556.84429384
base,1138,14542696.64176968
base,1139,22430141.0955603
base,1140,13446110.594067985
base,1141,18128906.033459112
base,1142,14046970.407207416
base,1143,18709503.3224651
base,1144,16801077.62034312
base,1145,11263998.075400041
base,1146,20437659.78439301
base,1147,20902987.44605985
base,1148,14574430.76695051
base,1149,15846463.499690188
base,1150,13608128.868939687
