scenario,draw,npv_usd
base,1037,3426027.8689641217
base,1038,5967120.230751372
base,1039,4621792.962509086
base,1040,5511200.889879446
base,1041,11803260.163164154
base,1042,5949450.341436102
base,1043,4805636.764809381
base,1044,6575027.744279813
base,1045,7457425.256534002
base,1046,3651521.7521065795
base,1047,9443778.761410682
base,1048,3663439.511415676
base,1049,7534185.122185303
base,1050,2633984.6441451972
base,1051,3358115.709129691
base,1052,8820557.044662517
base,1053,5809802.996280365
base,1054,9439569.182218391
base,1055,9402013.964619983
base,1056,11975095.390868885
base,1057,8182563.442100453
base,1058,11166311.525708733
base,1059,4907983.221205867
base,1060,6714214.491085825
base,1061,6993003.738843726
base,1062,6820300.162828776
base,1063,3113849.933173936
base,1064,4234899.20951644
base,1065,6722253.268746731
base,1066,5330833.2241168
base,1067,5956430.942485539
base,1068,3823898.568811629
base,1069,2584523.606950163
base,1070,3399937.012525228
base,1071,1333889.2287182333
base,1072,2923154.969495753
base,1073,2807548.0161776524
base,1074,11617459.715116194
base,1075,5311502.450492087
base,1076,8223732.844268365
base,1077,5577198.442449661
base,1078,3628573.1719918614
base,1079,5185620.315477338
base,1080,6514948.862069062
base,1081,6777913.077101089
base,1082,8481096.64996473
base,1083,9351964.313775262
base,1084,2935002.5645613596
base,1085,7676105.23912225
base,1086,4269680.58755593
base,1087,3335027.9834336736
base,1088,7081687.50373021
base,1089,5265848.386259381
base,1090,3122265.565659528
base,1091,3675759.163079959
base,1092,5103598.530336684
base,1093,3977878.937709194
base,1094,4177997.1937666642
base,1095,5638543.688927618
base,1096,6532632.989199817
base,1097,8740943.123506134
base,1098,6339886.035521935
base,1099,8554696.344360394
base,1100,5867914.6591366995
base,1101,8406335.437317707
base,1102,6731289.504262052
base,1103,4428006.7291180715
base,1104,4157893.4509447603
base,1105,8865939.320689194
base,1106,6179915.5829399275
base,1107,5496649.350273875
base,1108,3743804.825017126
base,1109,1871226.3531360584
base,1110,7051671.849270294
base,1111,5361524.489908436
base,1112,9789041.834681354
base,1113,4590450.842761712
base,1114,4174621.6959512904
base,1115,6566307.839721777
base,1116,4818180.909988432
base,1117,6809373.767212524
base,1118,2772646.88320406
base,1119,3212267.232271591
base,1120,6119369.879118276
base,1121,3943402.390505695
base,1122,5731151.371206617
base,1123,2476934.4656565795
base,1124,4954396.105723361
base,1125,8444125.253998868
base,1126,5160708.64669249
base,1127,10488466.612809233
base,1128,12171183.145394303
base,1129,2325110.6746827643
base,1130,7030062.972680976
base,1131,3676669.376542699
base,1132,3956519.7262394596
base,1133,5464003.746993499
